,Abbott_Laboratories_predictions,AbbVie_predictions,ABIOMED_predictions,Agilent_predictions,Align_Technology_predictions,Allergan_predictions,AmerisourceBergen_Corp_predictions,Amgen_predictions,Baxter_International_predictions,Becton_Dickinson_predictions,Biogen_predictions,Boston_Scientific_predictions,Bristol_Myers_Squibb_predictions,Cardinal_Health_predictions,Celgene_predictions,Centene_Corporation_predictions,Cerner_predictions,CIGNA_predictions,The_Cooper_Companies_predictions,CVS_Health_predictions,Danaher_predictions,DaVita_predictions,Dentsply_Sirona_predictions,Edwards_Lifesciences_predictions,Gilead_Sciences_predictions,HCA_Holdings_predictions,Henry_Schein_predictions,Hologic_predictions,Humana_predictions,IDEXX_Laboratories_predictions,Illumina_predictions,Incyte_predictions,Intuitive_Surgical_predictions,Johnson_Johnson_predictions,Laboratory_America_Holding_predictions,Lilly_predictions,McKesson_predictions,Medtronic_predictions,Merck_predictions,Mylan_NV_predictions,Nektar_Therapeutics_predictions,PerkinElmer_predictions,Perrigo_predictions,Pfizer_predictions,Quest_Diagnostics_predictions,Regeneron_predictions,ResMed_predictions,Stryker_predictions,Teleflex_predictions,Thermo_Fisher_Scientific_predictions,United_Health_Group_predictions,Universal_Health_Services_predictions,Varian_Medical_Systems_predictions,Vertex_Pharmaceuticals_predictions,Waters_Corporation_predictions,WellCare_predictions,Zimmer_Biomet_Holdings_predictions,Zoetis_predictions
303,[57.49246747],[98.11840556],[190.77408335],[67.32080335],[225.64229617],[165.43477208],[92.62358442],[176.30238994],[64.8031089],[217.6236223],[320.31924087],[25.21588062],[61.66500576],[62.32942257],[104.4523648],[103.0465806],[67.65388042],[202.9460973],[221.28950627],[72.76696902],[93.61971354],[72.31593703],[66.06333415],[113.27033739],[73.03230974],[87.70541325],[70.38951176],[43.26066878],[248.26794669],[156.79843613],[215.7019938],[96.40058905],[368.1035814],[140.53502605],[160.95227578],[85.13030161],[158.03652557],[81.78497162],[56.3364242],[41.9320482],[59.54921618],[73.14324998],[88.36324177],[36.34947092],[99.23767524],[384.04509741],[85.810691],[155.6523652],[250.14378687],[191.24178138],[220.71246976],[114.16134397],[111.11265091],[151.3276921],[193.48904486],[201.77297787],[120.17595114],[72.46887536]
304,[57.47372102],[97.80598128],[190.45656304],[67.46047721],[225.99099269],[164.76211526],[92.50851062],[175.26315074],[64.93034181],[214.54102331],[320.0566242],[25.20078393],[61.78476633],[62.11505028],[104.71674765],[102.94149918],[67.94794238],[205.45661966],[220.49784096],[73.12407884],[93.57947135],[72.37311316],[66.49265059],[114.60906469],[72.4049155],[88.35203531],[70.5154102],[43.32252007],[249.19180621],[158.77070421],[217.45637718],[95.35689159],[368.8842533],[140.65979072],[160.92018437],[85.10419073],[157.70293266],[81.38186701],[56.61017411],[41.88178164],[60.40363652],[73.47686514],[87.08183832],[36.37711766],[99.18267698],[382.97741027],[86.27697861],[155.64991694],[251.7958859],[191.26042544],[223.03355075],[114.45858448],[112.22837919],[151.23437237],[194.77334738],[203.05423355],[121.75790809],[72.44249537]
305,[57.09052299],[96.77308716],[187.91579079],[67.01803103],[222.58142364],[163.51494886],[91.75385433],[173.98304452],[64.61615228],[214.20909694],[318.53021133],[24.82948411],[61.27799106],[61.30333492],[104.3743663],[100.95708891],[67.39043083],[203.18933948],[218.1728769],[72.4909089],[92.86117752],[72.2708283],[65.79210677],[112.59170958],[71.58875298],[87.98515511],[69.810987],[42.77643613],[248.16421768],[156.5114055],[218.65631845],[94.81996267],[364.74966859],[139.7764393],[159.62192387],[84.50039366],[156.02994452],[80.80532698],[56.27040137],[42.29123228],[60.22516047],[73.15071541],[87.10524409],[36.20911283],[98.57970337],[375.36285546],[84.69693113],[154.96118341],[249.15163608],[190.07861367],[220.6048255],[113.48397914],[111.3197959],[149.84824808],[193.28390957],[201.24337038],[120.71451932],[72.12477041]
306,[58.789063],[98.45869714],[192.37834176],[67.57806292],[224.8908827],[170.38640875],[94.17674689],[177.01627642],[67.226383],[217.99088633],[334.15185614],[25.27189808],[61.32829361],[63.14226857],[106.11503562],[102.62046726],[68.56579005],[202.78386587],[220.71716343],[73.52026387],[92.49209951],[72.55001616],[67.21532467],[111.6020422],[74.21430429],[89.61235495],[71.50849549],[42.91607671],[251.9385643],[157.74202119],[223.97241205],[101.07057797],[375.13637426],[139.25294058],[162.29439764],[84.70013484],[158.8736127],[82.1785923],[56.23894403],[43.13065802],[57.68783357],[73.95735698],[89.62500275],[36.4609531],[98.90829245],[383.35924455],[85.60701727],[157.78865398],[254.84679532],[192.88954515],[221.24027286],[115.51627955],[110.94887134],[152.83433194],[195.70284651],[202.71977128],[124.08219684],[71.86989653]
307,[58.93326833],[99.99677899],[195.4676048],[69.24091338],[231.50715826],[169.98311178],[94.42256381],[180.38069514],[68.36129324],[220.48197305],[339.50888779],[25.53946497],[61.35957703],[62.83008635],[109.0677222],[104.47686136],[69.08633061],[206.06017416],[226.54868224],[73.19493091],[93.68535015],[72.90858642],[66.91283992],[114.88138429],[74.69434359],[87.0362625],[72.23753682],[43.5081601],[251.45932865],[162.11355979],[230.13881756],[101.02209928],[383.78031532],[140.52760631],[163.11320035],[85.17614375],[156.87076445],[83.87427993],[56.14557388],[43.14078173],[57.41293961],[76.21932193],[89.25674278],[36.71556467],[99.25853567],[394.38423255],[86.43520253],[158.65479652],[256.64921047],[196.24067601],[223.47351727],[113.48123844],[111.31513413],[152.34499888],[197.61486532],[203.35112425],[124.91743943],[72.10797804]
308,[58.85493049],[99.50488183],[199.20088473],[68.83990166],[232.83557025],[171.50815612],[94.21256582],[179.73280288],[68.51903003],[221.00196784],[339.02172945],[25.35904431],[61.77315208],[63.60954861],[106.56089878],[102.51407572],[69.0708765],[206.93193476],[223.56283582],[75.06003021],[94.11978104],[74.80778853],[66.91633392],[115.43038717],[73.72788426],[86.13046104],[72.21995125],[43.7679778],[258.61636302],[164.1842683],[233.05041938],[98.62539955],[376.63595511],[140.65429854],[162.51180638],[85.53382163],[155.00658182],[84.08395312],[57.06015642],[44.30312415],[58.41127513],[76.37366376],[91.06295417],[36.79891894],[99.16493294],[383.13832264],[86.59288108],[158.78668082],[254.57199918],[198.90117992],[224.65589891],[112.98046391],[110.13830965],[153.15940277],[199.62217513],[206.43864234],[124.86224371],[72.50500062]
309,[58.96394533],[101.15018749],[201.82433372],[69.80766104],[240.10665793],[171.89835533],[95.27340558],[180.59994227],[69.25006651],[221.62977498],[342.34189939],[25.92315183],[61.88495479],[63.19801337],[104.83055175],[105.41505961],[70.46146473],[210.58089157],[230.74242884],[78.23461384],[94.61323703],[75.52132567],[67.90310283],[115.76432611],[74.35333125],[86.9767395],[73.35370207],[43.977133],[264.83862727],[166.47044704],[228.1999803],[99.43022474],[378.71891092],[141.72423514],[166.15231485],[86.47525669],[157.19003915],[85.37400429],[56.96235299],[44.46457333],[57.69075552],[76.96346489],[91.03137672],[36.85060899],[99.87654775],[384.11012398],[87.6596159],[160.916509],[257.57512992],[202.24318196],[228.65645772],[112.02047195],[110.7147674],[155.57873047],[201.94043833],[211.15685011],[125.98890342],[73.28030578]
310,[58.87489688],[99.43410675],[207.73340816],[69.94147828],[248.81774445],[170.70742792],[97.24218095],[180.5772535],[69.21449826],[221.21196014],[330.11294207],[25.81029898],[61.9197894],[65.19384137],[104.12618252],[104.98731803],[70.64214646],[208.1297452],[230.95576484],[77.897983],[95.15588732],[75.72365935],[68.29195084],[118.25528665],[74.55065625],[87.07188599],[74.39739117],[44.41537491],[258.3236563],[165.15251482],[227.05835382],[100.65040307],[391.59387989],[141.87528671],[166.03554852],[86.17238171],[159.05967933],[85.38646085],[56.66632631],[44.6113445],[57.15911706],[76.69561584],[89.80881359],[36.40912682],[99.7649807],[372.11921463],[88.12577228],[163.03555723],[258.55279444],[202.6372792],[224.64323812],[110.50428699],[111.43425057],[157.23735772],[204.7140388],[206.01634639],[126.25261862],[74.13327159]
311,[58.94741164],[100.45246545],[209.69958418],[71.63254869],[251.28716372],[175.69034123],[97.65620068],[183.68860418],[69.36934968],[226.38033697],[336.75342662],[27.84052802],[61.85109395],[66.96681786],[105.49195298],[105.87086448],[71.72725519],[207.93065233],[234.20308335],[77.58780399],[98.4245711],[77.51072985],[65.34194214],[119.58726633],[78.26212818],[86.02673652],[73.41607601],[44.21536905],[263.4378065],[165.8670207],[242.45615646],[96.4229466],[397.3871544],[144.19416113],[170.30763627],[86.08603386],[160.51369199],[85.7851587],[56.79594712],[44.19838447],[67.95640557],[77.90187771],[90.8052931],[36.43712532],[101.11974424],[369.75796509],[87.98223221],[160.88615363],[262.66110768],[206.01857093],[225.89780067],[110.83907572],[112.90496846],[156.02518226],[208.84537448],[207.18666953],[124.27275226],[75.02557466]
312,[58.84354039],[99.55607918],[208.49820751],[70.82387285],[248.24741215],[173.83185693],[97.22818522],[182.79323364],[68.39838838],[224.57561405],[337.30071781],[27.50871449],[62.02156573],[68.02671953],[105.46999709],[105.86043462],[72.31775242],[207.18545327],[231.03491288],[77.28381801],[98.13817057],[78.12120702],[62.62601383],[118.41623424],[78.54797076],[84.96875452],[72.66839876],[43.58690239],[263.56505956],[166.28973597],[242.60334143],[96.7221696],[423.58659988],[144.05301803],[170.29479263],[86.13850384],[160.68366199],[85.46133601],[57.2987815],[44.40965563],[70.89355524],[77.13289892],[89.88204563],[36.47321016],[100.4668687],[366.16028647],[87.08921877],[159.76780184],[257.94938597],[206.21919536],[224.20325576],[110.43664563],[111.72873858],[157.1732008],[207.39971306],[205.83510932],[122.56411036],[74.09025799]
313,[58.9786015],[99.47156229],[210.35319335],[70.72488646],[253.5082738],[177.23982895],[98.3044152],[182.18375236],[68.40351585],[225.87882546],[332.77624176],[27.48949723],[62.4779137],[69.0490229],[104.42451382],[106.7358841],[72.71124779],[210.92960695],[228.61732017],[79.04767316],[98.40993995],[80.07155223],[64.35583185],[120.12614189],[78.89590208],[87.09067653],[73.19943678],[43.59947568],[265.20138614],[171.69559266],[240.59797575],[92.72386948],[420.7580954],[144.92101486],[170.3277335],[86.49058035],[162.26569593],[85.70621286],[57.59070348],[46.7279999],[70.77894714],[77.65571505],[91.96677823],[36.59986724],[101.07879975],[369.48696356],[87.09729787],[158.71805997],[260.7774154],[208.69682414],[225.85122661],[114.69816392],[111.53527169],[158.50713996],[207.96316876],[206.01484282],[122.26681349],[74.60224443]
314,[58.85396701],[100.29731255],[215.14827921],[71.62136658],[259.15219668],[175.66290046],[99.24933336],[184.94010229],[68.30268119],[227.2232756],[335.7747417],[27.39879235],[62.81187315],[71.49235421],[105.90846963],[109.44220271],[72.93763413],[213.36853466],[230.82203534],[78.80679056],[99.30770721],[79.23337004],[65.88277743],[120.95033098],[78.78803775],[88.7858169],[74.93358069],[43.74440597],[268.33691189],[173.18533257],[244.07678235],[94.60664071],[417.95832705],[145.70025601],[171.36329269],[86.94984018],[166.16700499],[85.49065738],[58.63806469],[46.88159326],[73.15210092],[78.918255],[91.74991112],[36.53821209],[101.58664095],[366.82154398],[87.85295056],[158.44422173],[262.98678725],[210.08803654],[228.6612598],[116.29182227],[108.77581302],[158.14592464],[209.86919945],[211.43890174],[122.10795158],[75.2854676]
315,[58.46950149],[102.60445566],[218.07563133],[71.2537623],[263.58743654],[178.92133053],[99.69016868],[185.69874897],[67.64136949],[228.89492789],[339.17504723],[27.11917545],[59.89197588],[72.63134261],[104.76704733],[109.26916675],[70.66671455],[214.67053673],[230.91426469],[79.42966202],[99.50379857],[79.28126103],[65.75063649],[120.03234661],[80.49940552],[88.68328637],[76.21908325],[43.77760042],[270.38722445],[176.1046975],[241.61927465],[91.6061919],[419.49594153],[147.04470889],[171.26254893],[85.41913291],[170.52266304],[85.36236951],[62.01554771],[46.69194707],[70.51228819],[78.54652466],[90.68578434],[36.60708101],[101.38941089],[370.31322637],[87.91991023],[159.62126292],[263.46738918],[208.24678199],[232.96932687],[116.3470227],[108.18952183],[155.61326112],[209.28692112],[210.09325752],[121.72063957],[75.59098407]
316,[59.00409627],[104.48665572],[223.89461146],[72.05019477],[271.93155126],[176.43738241],[101.36441338],[188.20622476],[68.22710244],[231.25141644],[344.63587466],[27.24240947],[61.95976532],[72.72113237],[101.96062641],[111.23218774],[70.24134403],[220.21389118],[235.47695688],[79.41705892],[99.54986945],[79.12274109],[62.54331503],[120.56039542],[81.78882517],[89.1365359],[76.4286783],[44.0194107],[276.10165106],[179.41147746],[242.4990557],[90.67566675],[430.5940659],[147.0562799],[172.62206285],[86.17291056],[172.77350351],[86.1166928],[61.88811006],[46.59669822],[69.25815979],[79.71303537],[91.60280645],[37.21233307],[101.49037281],[374.10944222],[88.75289394],[160.31890556],[272.42461292],[211.43846677],[238.18770255],[115.90190106],[109.2780108],[156.86644134],[209.17234852],[213.81606286],[122.51108241],[76.62210964]
317,[59.08799333],[103.84367676],[225.8246486],[72.15981096],[271.04058321],[179.84712664],[101.03985623],[187.43035642],[69.22549274],[231.99800168],[344.09628631],[27.39451653],[61.72007987],[71.8366097],[101.69298537],[111.01727236],[69.48138309],[219.32987943],[235.46383167],[79.41408855],[99.73524582],[78.25095774],[62.40028287],[121.86477769],[81.07222433],[90.03608684],[74.45350802],[43.85874115],[279.8124569],[179.313565],[241.10877195],[91.98376791],[432.12710079],[147.02179628],[173.10565836],[85.93217524],[171.85897376],[87.23927745],[61.08866634],[46.55023466],[69.95591845],[79.5175708],[91.49069051],[36.95163583],[101.6138439],[371.43006492],[88.75678902],[160.35730547],[275.44988066],[212.28549432],[242.79858035],[117.34994245],[109.75306789],[157.43740898],[208.04902954],[215.76011468],[122.21492796],[76.39663817]
318,[59.33712118],[104.69983144],[228.72689077],[73.01353627],[269.73898581],[181.1362104],[100.1515816],[189.56743248],[70.08955497],[234.47536219],[342.27414594],[27.6665699],[62.38534959],[72.03425406],[102.67097325],[110.63750305],[69.02539865],[220.10636087],[240.58976464],[79.79779224],[100.54491709],[78.59141542],[61.96078787],[124.00597967],[80.85222185],[92.98265822],[75.85603804],[43.48826476],[279.45975914],[180.66618603],[243.87535585],[93.3912273],[433.02748447],[147.40188821],[174.44201705],[85.61684361],[170.48497166],[86.70436666],[61.23733565],[46.77213149],[71.72639889],[80.90483207],[91.8185318],[36.95732913],[103.03889533],[371.2088112],[88.69079636],[161.27624196],[277.10631837],[213.68218389],[242.88622819],[118.08127226],[110.11577428],[158.23953367],[210.86633441],[218.6376861],[123.52038318],[76.68619202]
319,[59.56489055],[106.52931088],[228.38099538],[73.45092356],[268.09257802],[188.29561153],[102.78575888],[192.25878164],[70.28842408],[236.48201035],[347.86225711],[27.69012048],[63.21496404],[73.49349165],[102.91186319],[111.62496969],[69.08344799],[220.69083219],[241.04725812],[80.91648448],[99.99055357],[78.92934703],[60.74194745],[124.47553398],[81.48378961],[92.68294552],[76.4388592],[43.28088396],[282.2382412],[181.16544832],[245.15385419],[94.37430176],[433.71010299],[148.22269408],[176.12333158],[85.35876789],[172.97772567],[86.0415299],[61.24561714],[47.60123654],[77.22772082],[81.21686525],[93.44448195],[36.89312866],[103.58985408],[376.00922106],[87.52479711],[162.43539489],[274.40982913],[215.27155207],[243.10006623],[117.81953814],[110.01479372],[161.92580494],[214.52302167],[218.35084947],[126.20151548],[77.37414166]
320,[59.26326866],[105.50607856],[230.79016905],[73.40780241],[272.92615369],[187.61926865],[103.11205108],[192.23874305],[69.58892774],[234.73742654],[346.93367294],[27.82913351],[63.42510871],[73.20995614],[104.47222912],[111.03159156],[69.23610223],[219.76748334],[238.72088876],[80.50047176],[99.94763296],[79.03870407],[61.33665015],[124.38880368],[81.07998893],[91.64568612],[76.33886363],[42.99304024],[283.23362555],[182.43950106],[243.18982742],[94.60328984],[439.27855761],[142.25665931],[175.86702703],[84.6096705],[170.69407552],[85.25783744],[61.73527777],[46.85945331],[78.88421703],[81.45533848],[93.82006605],[36.84085093],[103.25899433],[382.36887693],[100.10608239],[161.97834139],[273.79395855],[214.68475958],[245.02483361],[117.27085402],[110.80242646],[166.92804437],[211.13319898],[218.85566307],[124.59367832],[77.64219287]
321,[61.71332559],[105.59098756],[233.38362981],[73.53377673],[272.43531121],[186.61333427],[104.66963392],[190.70437355],[70.10538922],[238.40368876],[346.29909087],[27.91172548],[63.77274996],[74.5984316],[103.01330622],[111.05196987],[67.73890334],[221.16851507],[239.3730814],[80.8721531],[101.35122349],[78.66297521],[61.89053558],[124.89331378],[81.27566652],[91.43110928],[77.44874696],[42.94765646],[286.60852187],[184.13716936],[242.61994692],[95.26847061],[437.42966848],[141.92500953],[174.83409142],[84.34037139],[174.36848175],[85.80645833],[61.17127814],[46.13531415],[77.09383599],[81.42365237],[93.46339074],[36.9517103],[104.54344612],[383.26980283],[99.71339856],[164.42761898],[275.08480241],[215.44283281],[245.0028131],[118.01728473],[112.92150758],[167.72307204],[214.23725816],[216.00029933],[125.09730817],[78.27827907]
322,[63.21967145],[108.29126472],[236.50459192],[73.81079706],[273.21827527],[186.93186757],[104.36710755],[190.0771319],[71.04770229],[242.29859861],[353.78290826],[28.25342163],[63.49923557],[74.04781429],[104.25415117],[110.74693075],[67.99457449],[221.93955914],[243.47229031],[81.5064568],[102.6491811],[78.9887745],[62.8665838],[126.38965534],[81.17449946],[93.0432349],[78.18812703],[42.93424713],[286.14216976],[185.90851591],[243.40561785],[94.14979396],[449.7143311],[144.09054132],[174.75092247],[85.01330174],[175.31641507],[86.87551348],[61.33206479],[45.91667256],[78.95843755],[82.77741937],[94.49791411],[37.24705459],[105.2161356],[391.73315941],[101.28109716],[165.39170707],[278.45092693],[217.77580778],[245.29974408],[119.1006071],[126.42492208],[165.97084303],[217.1729911],[216.83799895],[124.70419807],[79.14888589]
323,[63.46698839],[124.22758867],[238.93549102],[74.7726215],[284.0416856],[187.17730058],[105.83156622],[196.22033127],[72.34019662],[246.65883816],[367.82873394],[28.41634815],[64.27878773],[75.01767885],[105.0899727],[110.85252758],[68.60659012],[226.23476143],[245.52293756],[82.05767343],[103.65595802],[79.10991556],[62.84959995],[128.24736916],[85.64139504],[97.02677476],[79.00442535],[43.40614175],[288.5393658],[187.10925131],[245.0272288],[95.55703592],[440.13261042],[145.64359285],[176.55988166],[87.00868442],[176.56575583],[87.1538134],[62.03709819],[46.27520418],[79.49063736],[82.77762283],[94.95139391],[39.12493568],[106.64999151],[373.85196544],[102.28336342],[168.75865884],[285.01811519],[219.78134808],[248.53369391],[121.07770462],[129.97235896],[168.85830352],[218.37194422],[218.68776985],[126.27177843],[80.04361072]
324,[63.27682736],[122.17922336],[237.01489133],[74.55664753],[277.33366285],[187.38153391],[105.16842992],[198.02676226],[72.1319451],[244.48783094],[357.79309365],[28.35220083],[64.40748],[75.22241943],[103.17539044],[111.32861787],[68.83067059],[223.87207455],[243.86074293],[83.52883449],[103.58805957],[79.10503108],[61.91516775],[126.80597088],[88.77394509],[97.31793712],[79.44330629],[43.74925961],[291.64052726],[186.89362252],[241.97123654],[93.39034254],[436.03497416],[143.59608405],[178.17280807],[87.4994664],[176.44957571],[86.71429569],[61.62157222],[46.01012576],[82.79708489],[82.20928545],[92.16548518],[38.91163078],[107.84701232],[382.87831367],[102.74037255],[168.62798261],[288.05110799],[219.00471825],[247.57860089],[120.21714628],[128.17745903],[167.38355795],[218.46224265],[217.76685387],[127.40338529],[79.33280235]
