,Affiliated_Managers_Group_predictions,AFLAC_predictions,Allstate_Corp_predictions,American_Express_predictions,American_International_Group_predictions,Ameriprise_Financial_predictions,Aon_predictions,Arthur_J_Gallagher_predictions,Assurant_predictions,Bank_of_America_predictions,The_Bank_of_NewYork_predictions,BBT_predictions,Berkshire_Hathaway_predictions,BlackRock_predictions,Capital_One_Financial_predictions,Cboe_Global_Markets_predictions,Charles_Schwab_Corporation_predictions,Chubb_predictions,Cincinnati_Financial_predictions,Citigroup_predictions,CME_Group_predictions,Comerica_predictions,Discover_Financial_Services_predictions,ETrade_predictions,Everest_Re_Group_predictions,Fifth_Third_Bancorp_predictions,First_Republic_Bank_predictions,Franklin_Resources_predictions,Goldman_Sachs_Group_predictions,Hartford_Financial_predictions,Huntington_Bancshares_predictions,Intercontinental_Exchange_predictions,Invesco_predictions,JPMorgan_Chase_predictions,KeyCorp_predictions,Lincoln_National_predictions,Loews_predictions,MT_Bank_predictions,Marsh_McLennan_predictions,Moodys_predictions,Morgan_Stanley_predictions,MSCI_predictions,Nasdaq_predictions,Northern_Trust_predictions,Peoples_United_Financial_predictions,PNC_Financial_Services_predictions,Principal_Financial_Group_predictions,Progressive_predictions,Prudential_Financial_predictions,Regions_Financial_predictions,State_Street_predictions,SunTrust_Banks_predictions,SVB_Financial_predictions,T_Rowe_Price_Group_predictions,Torchmark_predictions,US_Bancorp_predictions,Unum_Group_predictions,Wells_Fargo_predictions,Zions_Bancorp_predictions
301,[204.17486014],[87.27904835],[104.1523138],[98.71870518],[59.31566321],[171.47468803],[133.44083428],[62.50938339],[101.06253406],[29.8662373],[54.00565503],[50.44876579],[198.15225184],[512.37887045],[100.50894995],[124.55557687],[52.12129705],[145.26273077],[74.03083075],[75.43078377],[149.17890529],[87.7471551],[77.15561292],[49.75923704],[219.1563653],[30.83646236],[87.18306774],[43.89576753],[259.28742925],[55.5809342],[14.77806557],[70.06889392],[36.64706135],[107.45431136],[20.4088426],[77.78574233],[49.67798668],[173.06540409],[80.74731885],[147.0623451],[52.73972348],[128.47365855],[76.09420333],[98.89035407],[18.91279543],[146.17863363],[71.25912214],[56.05047042],[116.17175245],[17.46319075],[97.9540486],[65.77056057],[241.60590071],[105.26490714],[90.68862211],[54.48014279],[54.79628041],[61.51754972],[51.3249436]
302,[203.92979139],[87.71916718],[104.40080828],[98.59382271],[59.421846],[171.1440816],[133.48568925],[62.95990406],[101.10233848],[29.79492933],[53.84308801],[50.03774234],[197.66109615],[513.96559488],[99.91071508],[124.06982665],[51.89770444],[145.46371454],[74.25704592],[74.85377702],[148.94646654],[87.30942714],[77.30737321],[49.51861684],[219.81740162],[30.67227528],[86.90478643],[43.55062477],[257.8575094],[55.99070039],[14.63642606],[69.90168578],[36.60224592],[107.12355666],[20.34080853],[77.49662561],[49.93734646],[172.12494729],[80.82966881],[146.02485523],[52.50236037],[125.69665565],[76.14853256],[98.78237753],[18.8808367],[145.04358431],[71.33238421],[56.30332868],[115.67788244],[17.36581821],[97.48036716],[65.32171148],[236.08572646],[105.34661476],[90.63519932],[54.04522288],[54.74834379],[61.17534037],[50.8870418]
303,[204.63451601],[87.75431359],[104.67357756],[99.19858303],[59.555891],[170.97260383],[134.11568704],[63.34484056],[101.25491185],[29.74232943],[53.87097413],[49.98349456],[198.66662244],[514.45164343],[99.76774092],[124.76803101],[51.87517339],[146.22564913],[74.55719906],[74.91503964],[146.15066803],[87.15614847],[76.98139712],[49.52749288],[219.94811408],[30.67184081],[86.67802372],[43.41052662],[255.8455158],[56.30575451],[14.59775825],[70.10268896],[36.53604581],[107.20696753],[20.24983156],[77.20324603],[49.97326768],[171.65241316],[81.78164037],[146.86928007],[52.61502377],[125.55607403],[76.30128292],[98.65527562],[18.79122549],[145.03298781],[71.08251915],[56.44459373],[115.38105506],[17.30613048],[97.72280355],[65.24535824],[235.15480948],[105.05499716],[90.69930627],[54.09303654],[54.75943331],[60.9174813],[50.71345709]
304,[206.55244007],[88.24034893],[104.95076685],[99.72861728],[60.07540316],[171.6869856],[134.67602466],[63.65749267],[101.73256444],[29.80300654],[54.14371876],[50.13963715],[199.65427363],[518.12012311],[100.31631888],[124.95187546],[52.04431588],[146.12541495],[75.08631956],[75.05976779],[146.17491539],[87.35302552],[77.51285747],[49.71135376],[222.58162354],[30.65172852],[87.21368829],[43.50403245],[256.48373822],[56.57303139],[14.75050021],[70.34431537],[36.77461602],[107.80497078],[20.33875505],[77.35493223],[50.13699454],[172.3974645],[81.96604339],[147.88965141],[52.66103384],[126.47833543],[76.67048002],[100.42571862],[18.92635986],[145.68918641],[71.42133282],[56.48757046],[115.26256998],[17.37382121],[98.26023833],[65.47565674],[237.95815447],[105.39489837],[91.15642755],[53.96939486],[55.1676479],[61.29769971],[51.37852508]
305,[205.01116079],[87.75833655],[104.74105835],[99.27011928],[59.57117601],[169.42335118],[133.98623283],[63.27971136],[100.88140712],[29.51092628],[53.87497939],[49.73469905],[198.37605714],[513.88030546],[99.57854702],[124.67887812],[51.42768402],[146.18586962],[74.98972025],[74.42658144],[146.09116469],[86.82957696],[76.9204911],[49.615326],[221.11070013],[30.34640278],[86.7406422],[43.32131768],[254.99290643],[56.27693106],[14.56121329],[70.40448159],[36.53415115],[106.99945127],[20.17365635],[76.89954935],[50.01660313],[171.04516891],[81.41847077],[147.74330706],[52.49691157],[126.81895821],[76.88485003],[99.8700917],[18.70778115],[144.43354072],[70.58678615],[56.37497414],[115.04208122],[17.28509435],[97.63464213],[64.59628373],[233.64409343],[104.95942494],[90.72807994],[53.62557897],[54.91263154],[60.6763607],[50.8358789]
306,[202.93845856],[87.98496813],[102.02552522],[98.93416393],[59.49644396],[170.04316928],[131.46598452],[62.13886986],[99.26304405],[29.95522322],[53.84811166],[49.95429883],[197.31406349],[509.48525869],[99.66065798],[122.82289239],[51.4450874],[142.2687221],[73.154722],[74.44956369],[144.8598128],[86.60954959],[76.9221116],[49.84240404],[216.30952824],[30.4515343],[85.05168457],[43.24622575],[255.80476494],[55.33247454],[14.61422577],[69.71480848],[36.35291565],[108.05415433],[20.19315463],[77.93117764],[49.88665753],[171.34298358],[80.41055409],[146.25513033],[52.21671772],[127.85610991],[76.76974915],[99.50941278],[18.81309166],[144.73852177],[70.44745241],[55.38421696],[115.48684984],[17.3902127],[96.73211243],[64.92566914],[238.04416492],[103.13546293],[90.24033766],[54.07022935],[54.87248569],[61.15885069],[50.74934452]
307,[202.11784595],[88.20490133],[102.00340498],[99.57249186],[60.11747067],[169.00303758],[133.75089404],[62.58775024],[99.52599086],[29.78786681],[54.17446559],[50.48440818],[199.72114241],[514.52535395],[99.45328337],[123.6389481],[51.54438424],[143.6536982],[72.85494794],[74.59925188],[146.9886468],[86.60242037],[77.50841113],[50.64504407],[220.10373667],[30.54173045],[87.77416486],[43.42942264],[253.45826664],[54.95212543],[14.72010052],[70.71860074],[36.52400392],[108.05063283],[20.25207038],[77.62269957],[50.43990208],[173.14722404],[81.47598096],[148.91904977],[52.35417181],[129.58076076],[77.66623564],[100.07683074],[18.72535354],[144.64564287],[70.58108859],[55.34033619],[115.53053004],[17.40530836],[97.46813576],[65.73811005],[237.62849955],[104.55211252],[90.480032],[54.57807757],[55.27898272],[61.55722661],[50.63732936]
308,[198.38596324],[89.18539986],[101.04986238],[100.89653788],[60.44899844],[169.85079333],[135.54629917],[63.32727479],[100.1815806],[30.2390892],[54.7028264],[51.09500355],[200.77614582],[520.93306071],[101.49232795],[124.11151072],[51.81355986],[144.00304859],[73.62098072],[75.58240947],[148.7511745],[87.60714367],[78.29346949],[51.31850783],[221.9801195],[30.64223037],[88.47107989],[43.28663733],[256.8662968],[55.47443235],[14.85422629],[72.02507983],[36.84144282],[109.1448504],[20.31950657],[78.93939781],[50.70063525],[173.44097761],[82.35343792],[151.45794866],[53.17281347],[131.61837997],[78.66272307],[101.58900104],[18.84458966],[144.68568466],[71.47310272],[55.37566385],[116.50569601],[17.55094181],[98.53271516],[65.89338549],[240.18210056],[105.26873538],[90.71502951],[54.99957049],[55.78325933],[62.37162348],[50.88992133]
309,[199.7264582],[89.7225967],[102.10254836],[101.08822669],[60.64111906],[170.33619522],[136.62878692],[63.60889835],[101.41684713],[30.34461783],[54.83099202],[51.21734325],[201.46653775],[525.51969053],[101.40760867],[127.61751066],[52.05498324],[144.5762058],[74.03298492],[75.4021836],[149.7821807],[88.5351305],[78.2057298],[51.47424615],[222.42090873],[30.71976792],[88.30605746],[43.5770064],[255.74642641],[55.2406523],[14.97773939],[72.69066713],[37.29566064],[108.34815689],[20.34660094],[79.19389755],[50.63589275],[172.85538104],[82.8959157],[154.30464391],[53.13569124],[132.97119172],[79.21206399],[102.00651019],[18.94051636],[144.89041173],[72.00052023],[55.57858588],[117.67772106],[17.50028482],[98.60866659],[65.95511549],[244.1106193],[107.23200689],[91.0670537],[55.2988389],[56.01950359],[62.75559908],[50.89392781]
310,[200.70384974],[89.9426924],[101.45362551],[100.10178037],[60.19495405],[172.16376568],[136.35440623],[63.49980576],[99.71782346],[30.11024467],[55.06619162],[51.48373119],[202.61355796],[529.48482561],[100.80842008],[129.45040526],[52.26581664],[143.32433045],[73.65857934],[74.53249793],[151.81747566],[88.71354971],[77.57590107],[51.75743808],[218.55295889],[30.70180094],[88.38630853],[43.89693269],[251.91434265],[54.90877427],[14.946095],[72.95710356],[36.82425637],[108.53269138],[20.28648013],[78.93340423],[50.54705921],[172.4396191],[81.93511964],[155.06843297],[52.90770465],[133.08470029],[79.91729786],[102.52641447],[18.96479079],[145.10338045],[72.18095906],[55.63180465],[117.59391819],[17.4775639],[99.67755785],[66.35935172],[243.44606964],[109.76244469],[91.32261171],[55.35090914],[56.48550808],[62.00202167],[50.63936173]
311,[200.28182228],[89.93429228],[101.04060231],[100.53177822],[60.61517527],[174.22254133],[136.86385383],[63.61206178],[99.07461865],[30.30517156],[55.56389318],[52.08359705],[203.07322277],[533.88513065],[101.71542598],[130.8791711],[53.33971587],[145.93534008],[73.22791022],[75.38841051],[152.80085838],[90.45507321],[78.24842637],[52.46717768],[216.9757845],[31.26975024],[88.04507092],[43.65324013],[253.86357222],[55.01052347],[15.23495514],[73.85531602],[37.20912621],[109.05386513],[20.74425216],[81.7400948],[51.07594115],[174.99080395],[81.99621427],[156.02925944],[53.31908906],[133.95821203],[80.17836574],[104.26055697],[19.06680021],[147.81839819],[72.92477751],[56.1983639],[118.94669021],[17.78999414],[101.40202338],[66.9558738],[247.17441848],[111.75659185],[92.05085964],[55.74715825],[56.97361658],[62.26737456],[51.86295808]
312,[198.40513488],[90.69930932],[100.39275158],[101.2094602],[60.98488449],[175.96726834],[136.66109367],[63.58438326],[96.53353918],[30.55210433],[57.31573601],[52.71246717],[205.53428606],[531.62693527],[103.15185101],[132.30327438],[53.61660945],[145.25543859],[72.2534647],[75.58804511],[153.06168777],[91.34097967],[79.51526123],[52.70282908],[220.36145909],[31.5869502],[89.97376793],[43.24676473],[254.44667399],[55.04296745],[15.47141498],[74.28329957],[36.79101216],[110.31806732],[20.99480065],[82.91630854],[51.19422984],[176.70567897],[81.23379287],[154.6061911],[53.92883637],[133.65645025],[81.27511356],[105.71203597],[19.23914279],[149.62193167],[73.30870283],[55.70482074],[121.45176048],[18.08522207],[104.30146624],[67.73401794],[249.67237678],[112.27384755],[92.73295869],[56.17462363],[57.53929617],[63.11030351],[52.34575917]
313,[200.81881059],[91.67723231],[100.90764702],[100.68748851],[61.19042928],[179.1794209],[135.31869484],[63.41589032],[95.93213458],[30.66992549],[57.7896251],[53.15372629],[206.66143557],[538.11234999],[104.43864346],[132.42830492],[54.19139413],[144.63712526],[72.82290789],[75.6123084],[152.94036793],[92.54913528],[80.4307576],[52.95860387],[223.0442318],[31.85282151],[92.33480745],[43.92213695],[255.36690787],[55.13539504],[15.62676719],[74.23935015],[37.33424032],[110.91385884],[21.18919487],[83.97698209],[51.50847304],[177.97401958],[81.14588241],[155.76783423],[54.22180953],[134.7849486],[80.47934573],[105.89497646],[19.46495592],[151.49200487],[73.83638935],[55.68217214],[123.65647082],[18.22239517],[105.78221592],[67.86745516],[250.66644679],[113.12801422],[92.84797894],[56.66765209],[58.24392288],[63.01666409],[53.16079671]
314,[202.78267764],[85.06111881],[102.17436122],[101.03795258],[60.93237779],[182.20671427],[136.66881329],[63.8866342],[95.51343268],[31.2469684],[58.40980376],[53.11082597],[210.08247758],[555.17674318],[105.4309366],[131.63896072],[55.41788848],[145.52821085],[74.00164877],[76.94863821],[152.80678519],[93.05351759],[80.55926596],[53.94714503],[224.11973943],[32.35380143],[91.13978525],[44.5242741],[257.12680938],[55.30101013],[15.84556024],[74.60826762],[37.84863628],[112.74376652],[21.42224514],[84.47199181],[52.69152596],[178.42929199],[81.7663002],[157.16309548],[55.1639206],[135.88974147],[81.51380341],[107.28822326],[19.46564203],[151.80741962],[74.16836884],[55.96649508],[124.06742479],[18.29768726],[107.23614693],[68.91560856],[253.3749865],[115.47098194],[92.25873959],[56.95490162],[58.60684544],[62.57684421],[53.25437487]
315,[202.92075878],[86.45396891],[102.20681379],[100.29647076],[61.03624751],[177.09305161],[134.60199476],[63.47126838],[94.09551359],[31.23157898],[57.49708029],[53.0611847],[210.27273866],[562.62929116],[104.36594039],[130.85756],[55.58784826],[145.80113987],[74.19736867],[77.02433958],[152.28617977],[93.82265308],[78.91241284],[53.69822586],[222.42634215],[32.26055847],[87.35953806],[43.79306028],[258.48898083],[55.23282817],[15.67165678],[74.42473989],[37.2066217],[112.21986344],[21.28673592],[82.4790742],[52.16129395],[177.73161596],[81.35980551],[155.58621239],[54.57465117],[134.42747808],[80.41781776],[106.45682542],[19.38441736],[152.17382296],[72.87781368],[56.37370185],[122.0197901],[18.14925697],[105.83777947],[68.25936635],[251.54639651],[114.50011737],[91.45244619],[57.13706035],[55.47676675],[62.49296391],[52.86622562]
316,[207.86641769],[87.64237864],[103.82067572],[100.77379231],[61.41611637],[178.60339115],[136.66954082],[64.03927169],[94.82327626],[31.19023693],[57.91187868],[53.28442876],[214.08190081],[576.83073563],[104.41246587],[131.6639793],[56.12726496],[147.63283822],[75.0287625],[77.52610144],[151.52098728],[94.82945653],[78.9067925],[53.97975063],[225.97196484],[32.4860446],[88.28329759],[44.9152495],[253.74298962],[56.1889587],[15.7730979],[74.65009762],[38.08885645],[113.01318076],[21.25286549],[82.91877012],[52.3494474],[179.28214758],[81.53918059],[157.66751186],[55.34927824],[135.8475997],[80.63934293],[106.93281615],[19.44869842],[154.16401704],[73.49514399],[57.21737829],[123.35731106],[18.36161434],[106.36858484],[68.3471443],[254.92810835],[116.50005996],[92.04723017],[56.29871951],[56.31815721],[63.91540154],[53.33899707]
317,[204.90520965],[87.05481281],[103.98709058],[99.84352891],[61.55400784],[177.29949504],[135.05863221],[64.05402135],[94.37472719],[31.5069309],[55.33377196],[54.17873676],[213.26104625],[579.24638102],[103.39683634],[133.01097771],[55.41431827],[147.55998747],[74.8430989],[77.35443353],[152.19270166],[93.75495097],[78.21384558],[53.69602299],[223.03545262],[32.16130125],[85.91822493],[44.53589423],[250.85804387],[56.01382601],[15.50748919],[75.08997184],[37.8267818],[113.20363796],[20.81328474],[83.10222365],[52.40074553],[186.20696278],[81.55421436],[157.37810273],[55.85777274],[136.75391238],[79.80175533],[105.29467655],[19.42921317],[153.72195303],[73.48584674],[57.3239788],[123.35149623],[18.14041201],[104.98533403],[67.9357306],[253.91307767],[115.76881872],[91.69299281],[56.15095834],[56.18835944],[63.93729041],[52.8430997]
318,[212.1552652],[86.94522693],[103.70738115],[97.94797075],[61.54105795],[179.06466246],[135.33434511],[64.33115854],[94.16281954],[31.71507378],[56.67418722],[54.8164152],[213.40036372],[590.99211685],[104.46399196],[133.96504336],[55.45576746],[148.29519214],[75.2234398],[78.33536346],[154.27608048],[95.09311947],[78.34460782],[54.26631663],[224.70068443],[32.51390567],[90.06137861],[44.970353],[256.05138903],[55.96952024],[15.83201989],[75.44022012],[38.17902513],[113.0128621],[21.17074345],[83.19325569],[52.51995225],[188.53298509],[82.13349057],[159.39615479],[57.47639913],[138.38357956],[80.21885739],[106.63714696],[20.07188153],[155.27851585],[74.08469137],[57.6959516],[124.12515821],[18.69425379],[107.72139451],[68.60888796],[256.60925433],[117.51580961],[92.16973748],[56.48203878],[56.07864439],[64.26819962],[53.80620939]
319,[213.79390356],[87.46802488],[104.30437915],[98.42201208],[60.98777249],[177.97093108],[135.94834697],[64.72366065],[93.9911086],[31.96685146],[57.78827815],[54.86318624],[215.79072111],[593.55357928],[105.52472461],[134.57300643],[55.47543711],[149.6965784],[75.91001317],[78.55057004],[155.59315099],[95.26852247],[78.92616503],[55.0355066],[230.66718499],[32.79330862],[90.08617372],[45.27594729],[261.82554306],[56.02329744],[16.02151811],[75.67242324],[37.82636275],[114.40455098],[21.39316475],[83.41591461],[52.79949835],[188.64015356],[82.68573],[160.46703194],[57.39281183],[139.29122004],[80.58483023],[107.47719592],[19.99515818],[155.72595769],[73.99557047],[58.25347429],[124.390026],[19.17395041],[109.06147894],[69.97197083],[259.53443749],[117.35470908],[92.76065307],[57.32530065],[56.15941205],[64.70237952],[54.15357672]
320,[212.53823642],[88.1196464],[101.50112659],[97.96875121],[62.31690064],[178.43187704],[137.56079971],[64.61184026],[94.84247851],[31.93224856],[57.70199106],[54.8457354],[215.82064811],[590.31202946],[105.72484574],[134.87198697],[55.32888544],[153.37270262],[77.03022047],[78.57364924],[154.49017722],[95.25874219],[78.75540801],[54.97899026],[231.39378441],[32.92264256],[90.99261619],[45.52283936],[260.41129447],[56.61759636],[16.04257338],[75.63758539],[37.62892182],[114.20772763],[21.61971809],[82.9241652],[52.87588837],[188.69030863],[82.96311824],[160.86869599],[56.86316505],[140.05959745],[80.28180664],[106.90694166],[20.04925736],[155.80249674],[73.56463564],[57.18268783],[124.1864449],[19.3834976],[112.30484304],[70.35254345],[261.44818064],[118.20696133],[92.77600195],[57.2038278],[56.21490306],[64.45326629],[54.20720904]
321,[211.37712828],[88.44633469],[99.89285158],[99.43344272],[64.28863758],[180.4163576],[138.79152381],[65.09465457],[95.61684293],[32.10917783],[57.81098418],[54.996514],[215.69579762],[588.13473012],[105.25655936],[135.6795603],[55.42863585],[154.90809893],[77.21499617],[79.50762306],[155.0130308],[95.58714976],[78.76739012],[55.19689144],[231.63584898],[33.34223655],[90.47952718],[45.51173343],[265.53378804],[58.04617794],[16.10715198],[75.28168882],[37.59717626],[115.77973842],[21.75601662],[83.3546114],[53.03632543],[189.49551975],[83.38359987],[162.24632285],[57.24976048],[138.04983081],[81.15078357],[106.22118198],[19.93366215],[157.75906532],[74.02349301],[55.27823729],[124.8397942],[19.46181618],[112.70218082],[71.24277724],[260.74113447],[117.70689316],[93.06203117],[57.74457954],[55.98836302],[65.52725085],[53.72725644]
322,[210.7430879],[89.31398755],[100.81986515],[99.77458456],[64.81174597],[172.89312392],[139.464571],[65.67669411],[95.05714081],[32.08774946],[56.82980825],[54.68761913],[215.13235194],[575.72988564],[104.25507693],[137.27318518],[54.24640851],[154.73620314],[77.24038298],[79.36894987],[154.28934593],[94.6948621],[80.34954704],[54.2504218],[230.60003277],[32.82073562],[90.32998732],[45.12133101],[268.84208606],[58.33815659],[16.05080958],[74.80412961],[37.59916546],[115.69173736],[21.64823168],[83.44962354],[53.12650893],[187.66755724],[83.55496588],[162.71857985],[56.75995307],[137.87399966],[81.1721427],[104.9782279],[19.90960927],[157.82254231],[74.257991],[55.78336392],[124.42743557],[19.11443343],[110.16507325],[70.54377495],[261.24481656],[117.45039208],[92.71607305],[57.93026837],[55.04109932],[65.61142077],[53.01557403]
323,[215.93791419],[90.86509781],[100.98543054],[99.59954403],[64.50784099],[180.16094422],[143.42944851],[70.61398553],[95.43880215],[32.21899214],[57.81985164],[55.50018942],[217.25439665],[587.23256754],[104.96406668],[137.15802226],[54.2445146],[155.71293691],[77.53108769],[80.16114538],[155.1427707],[95.92484123],[81.03773331],[53.49452772],[229.16950736],[33.36433099],[90.83066295],[45.86290679],[268.11707068],[58.98736812],[16.22169895],[75.39545114],[38.42109451],[116.36857318],[21.82393487],[84.85530214],[53.43678862],[189.57526402],[85.66851918],[167.37153661],[57.64856306],[140.54226211],[81.45309355],[106.33070426],[19.93029934],[158.71686478],[75.04771903],[54.97181258],[126.00459418],[19.37704636],[110.86257592],[71.37730019],[257.69570781],[120.02840344],[93.32248554],[58.09160364],[55.75425989],[65.96226038],[54.08616918]
