,Advance_Auto_Parts_predictions,Amazon_predictions,AutoZone_predictions,Best_Buy_Co_predictions,BlockHR_predictions,BorgWarner_predictions,Carmax_predictions,Carnival_predictions,Chipotle_Mexican_Grill_predictions,D_R_Horton_predictions,Darden_Restaurants_predictions,Dollar_General_predictions,Dollar_Tree_predictions,eBay_predictions,Expedia_Group_predictions,Ford_Motor_predictions,Gap_predictions,Garmin_predictions,General_Motors_predictions,Genuine_Parts_predictions,Goodyear_Tire_Rubber_predictions,Hanesbrands_predictions,Harley_Davidson_predictions,Hasbro_predictions,Home_Depot_predictions,Kohls_predictions,L_Brands_predictions,Leggett_Platt_predictions,Lennar_predictions,LKQ_predictions,Lowes_Cos_predictions,Macys_predictions,Marriott_Int_predictions,Mattel_predictions,McDonalds_predictions,MGM_Resorts_International_predictions,Mohawk_Industries_predictions,Newell_Brands_predictions,Nike_predictions,Nordstrom_predictions,Norwegian_Cruise_Line_predictions,OReilly_Automotive_predictions,Polo_Ralph_Lauren_predictions,Pulte_Homes_predictions,PVH_Corp_predictions,Ross_Stores_predictions,Starbucks_predictions,Target_predictions,Tiffany_predictions,TJX_Companies_predictions,Tractor_Supply_Company_predictions,Ulta_Beauty_predictions,Under_Armour_Class_A_predictions,V_F_Corp_predictions,Whirlpool_predictions,Wynn_Resorts_predictions,Yum_Brands_predictions
313,[112.86703878],[1277.69413812],[772.58731076],[71.6115264],[26.11029837],[55.80536239],[71.8637685],[68.80100982],[325.00598862],[52.16158889],[97.61622646],[98.16216229],[111.26278937],[37.85806948],[129.44818686],[13.16391606],[33.18755948],[61.4067818],[44.23983856],[102.01441924],[33.57003907],[22.28393629],[53.48797608],[92.51981915],[194.77975369],[61.10127799],[50.04375816],[48.54562728],[69.5131287],[42.99909041],[95.52067643],[26.28622039],[139.4722348],[15.44848636],[173.48599742],[35.22561062],[272.01137712],[32.01143464],[64.29553174],[50.02497527],[56.14691956],[259.88226133],[105.83258617],[34.54011716],[142.42757011],[82.57066629],[59.99024205],[74.03856505],[107.53775538],[76.90003381],[78.40525231],[232.81334713],[15.23528167],[77.15314342],[169.10817163],[162.53305483],[82.50911031]
314,[115.8181949],[1307.13824095],[788.39404436],[73.16606383],[26.30258999],[57.31713015],[72.32895363],[69.56489204],[327.02116401],[51.825666],[98.0023186],[98.89938137],[115.06835409],[37.98367764],[132.48154909],[13.2398752],[33.89482196],[61.97613039],[44.12593318],[103.29871207],[33.88890074],[22.3411446],[54.2094186],[92.51823801],[196.5794043],[63.8213875],[49.6712996],[48.82226206],[69.16795552],[43.46915065],[100.65703131],[26.91574857],[139.83712494],[15.26060973],[173.64855297],[34.99759991],[274.25127361],[32.21822329],[64.65736401],[51.66930222],[57.83505815],[258.80517686],[106.71264988],[34.45873076],[143.59357138],[83.57465536],[60.36241368],[76.70018307],[108.41161925],[78.11823846],[79.59910462],[237.42437623],[15.05006277],[77.78392768],[172.73471723],[165.42485532],[83.62214652]
315,[113.73266932],[1304.54324075],[780.6659969],[72.44541498],[26.63646371],[56.37726819],[71.38957383],[68.42939605],[327.12344975],[50.92450808],[96.79735465],[98.50984675],[112.67468953],[37.66678176],[130.48708262],[13.09081538],[32.75438235],[61.43510282],[44.15923717],[102.90632339],[33.50872061],[22.04869056],[51.97073782],[91.46682215],[196.16877646],[63.43618683],[48.95487776],[48.45113098],[68.81397864],[43.20525893],[100.87890274],[25.92784207],[139.23960291],[15.0871718],[173.75959013],[36.0972992],[274.93103902],[31.72538479],[63.36448952],[50.15525632],[57.30474473],[257.89154606],[104.40530852],[33.82551699],[141.54033445],[80.86241427],[60.51807992],[74.78137834],[107.57016351],[76.60431612],[79.25146979],[237.18679308],[13.71585546],[76.72434577],[168.76827629],[168.68769239],[82.92014188]
316,[115.58697522],[1293.41242384],[788.10467594],[74.31272992],[26.47182129],[57.86250802],[69.89977907],[69.40577779],[334.34698395],[52.13191887],[97.47741539],[100.73984168],[112.9863626],[38.02217751],[130.49097995],[12.10560089],[33.25936147],[62.97051734],[44.03639993],[103.60577948],[34.39502203],[21.87158957],[52.49626461],[91.72470251],[200.20796721],[64.72118056],[48.9412469],[48.53043152],[70.78212716],[43.18368875],[101.72175132],[26.28211119],[142.03903598],[15.13570489],[174.98558897],[36.48559371],[277.82562482],[31.83097521],[63.84329744],[50.97900801],[59.34410991],[265.37823687],[106.02477216],[34.41418654],[142.58529895],[81.28632518],[60.6403885],[77.19549453],[109.0704109],[76.53766475],[80.58255263],[238.5290523],[13.79546798],[78.06409371],[171.39120316],[173.36546114],[83.08912989]
317,[115.44082172],[1293.63223953],[785.76450152],[74.56468205],[26.53291876],[57.16968188],[70.56468925],[68.94721373],[337.09727764],[50.91089619],[97.39091077],[100.80787297],[113.13176263],[38.6855566],[126.66263106],[12.02980898],[33.67777666],[63.24649632],[43.83928867],[102.76246503],[34.1236728],[21.92361561],[52.27569097],[90.61323849],[198.24821071],[64.9388067],[48.99992401],[48.39815901],[70.38869941],[42.68467264],[101.50898734],[26.552593],[141.19840655],[15.20661522],[174.63240233],[36.0483569],[278.00808962],[31.2157699],[64.11045219],[51.33982156],[58.78798742],[266.11073567],[109.52549619],[34.12435943],[144.53459989],[81.65258646],[61.05475496],[77.81255313],[107.94059415],[77.21532396],[80.92189593],[243.26039987],[13.615764],[78.39879137],[167.5425506],[175.21012904],[83.07153811]
318,[116.77203299],[1296.61249311],[793.06310817],[76.80663845],[26.27913722],[56.87961626],[70.54654301],[68.64042686],[343.82178735],[51.61123761],[99.05143643],[102.02631672],[114.6527011],[38.37776807],[126.61198118],[12.01012302],[34.85144403],[63.84124125],[43.12039283],[104.15683326],[35.03058512],[23.16544814],[53.08975125],[92.57960225],[201.42265731],[67.52578659],[50.68776629],[48.26280525],[71.86334902],[42.96867522],[104.59341049],[26.98465043],[144.16365462],[16.13655201],[176.10248502],[36.3544594],[279.21900547],[31.2548358],[67.22484146],[51.8376947],[59.53028466],[272.97727876],[112.97344236],[34.64772176],[146.9265996],[83.79419977],[61.23744056],[78.20028364],[107.88929509],[78.83923028],[82.36822242],[244.24818962],[14.20125195],[79.74490385],[167.542556],[179.3424873],[83.83116168]
319,[118.11632203],[1330.09223605],[789.55934165],[78.06189707],[26.48974911],[56.47439308],[71.54401894],[68.91875632],[329.44370707],[52.24390567],[98.07397648],[102.32312771],[115.0411469],[39.56257313],[128.23708485],[12.03372744],[35.5169309],[64.00901774],[43.29093668],[104.12599833],[35.70202459],[22.94668517],[53.7342526],[90.88539988],[204.7591927],[68.16927027],[52.07295327],[48.11499676],[71.70505867],[42.85841049],[107.06726444],[27.24037914],[143.82649707],[16.05667141],[176.2557708],[37.10182554],[279.48125899],[31.57900038],[66.25124804],[52.79509719],[59.34383132],[272.44719513],[115.16418412],[35.11775005],[148.51597733],[84.44606901],[61.3840184],[78.56280423],[109.89673092],[79.30897222],[81.98253969],[235.2639056],[14.51103342],[80.40999296],[166.80405875],[194.99157272],[84.85669868]
320,[118.97538717],[1364.52539248],[786.16898751],[77.55327071],[27.46201609],[56.07082453],[70.55451794],[68.52763325],[328.65354479],[52.4179113],[97.63425568],[103.20695878],[114.72585464],[39.68142479],[129.32353779],[11.96666102],[35.49377527],[64.50009954],[43.41777057],[104.80159014],[35.2587722],[22.9446087],[53.96744529],[94.46179492],[204.69940522],[68.8826661],[53.18873993],[47.39595245],[70.86673033],[43.15514547],[107.09785829],[27.36551307],[145.92705634],[17.76589413],[176.80548518],[37.02638306],[278.93982564],[31.643707],[67.14577449],[51.95209302],[58.42109551],[271.05547099],[115.83602056],[34.94403449],[151.06983651],[84.5444465],[61.6565643],[78.1459127],[108.77293762],[79.16954813],[80.98634645],[229.13943141],[14.92361714],[80.73166834],[171.91928452],[194.92996591],[85.76484866]
321,[120.99632349],[1356.01277397],[794.24453862],[76.92337466],[27.17137498],[56.73515783],[71.01360854],[71.14300311],[328.74342003],[51.91484875],[97.57263157],[102.67323419],[114.50054775],[39.78143665],[130.4916579],[12.05317028],[34.87429056],[64.21672472],[44.20239161],[106.7137865],[35.34608257],[23.14640893],[55.76279197],[95.61282862],[206.51279174],[67.84387341],[53.18752881],[47.33658156],[70.95914788],[42.88215274],[106.97691426],[27.24727652],[144.47900442],[17.21240592],[176.24092705],[37.69922637],[274.71397548],[31.21866986],[68.05933818],[50.6708931],[59.84028452],[276.35202881],[117.6581866],[34.83097539],[151.23459658],[84.54463292],[60.83117489],[76.95495344],[109.24739839],[79.13293248],[80.60762779],[225.1718162],[14.82704159],[80.88262285],[178.8381744],[200.20348222],[85.16078938]
322,[120.76633724],[1377.15223907],[786.31141323],[76.25933125],[26.87020789],[56.30666163],[71.51959817],[70.71734022],[334.08746459],[50.47129629],[97.93684155],[103.87161164],[115.15161522],[40.00287123],[130.94910125],[11.53817335],[34.54315432],[63.76083512],[43.1343031],[106.27800448],[35.42658496],[22.71935873],[54.54954523],[95.43182229],[205.47947974],[66.89486063],[52.3019679],[47.79125546],[68.43076488],[42.56631795],[106.47496855],[26.62181152],[145.60177539],[16.57863362],[175.76104644],[36.71941448],[277.0318923],[24.42666101],[67.67513755],[49.64366997],[59.57837959],[272.6625301],[117.21697307],[34.26067195],[152.63643022],[84.38199262],[60.54099911],[76.38734326],[109.05069717],[79.25207003],[78.12870798],[227.58924175],[14.45671879],[80.83825321],[182.75477204],[200.22046684],[85.60858089]
323,[123.66809354],[1403.82737847],[796.90125847],[77.78665873],[26.68119175],[57.13862541],[72.42126557],[71.61379189],[330.24613873],[50.47439415],[98.46617758],[105.27437135],[115.44477068],[40.81954735],[131.7019055],[11.63388112],[34.81560527],[64.57205801],[43.4546986],[107.76517728],[35.78680628],[22.63534815],[55.09278425],[93.52462899],[207.34831709],[68.39049117],[52.24310306],[47.83416334],[68.00035714],[42.82752534],[107.36627827],[27.39493461],[147.16874904],[16.49849516],[178.32945544],[37.10228855],[280.78935135],[25.84906667],[68.04273659],[50.44162048],[60.95728569],[275.61419929],[118.89988474],[34.54932461],[153.81013683],[85.46180331],[58.03384178],[77.01220059],[109.79380844],[80.43473818],[79.03554982],[227.91821043],[14.53672124],[81.5266224],[185.72670953],[180.48850314],[86.16298963]
324,[122.74427891],[1419.89346709],[787.71698588],[76.60167366],[26.8585137],[56.87242593],[72.37733881],[71.77808744],[332.30401452],[48.35345968],[98.25936709],[105.25569867],[116.40512759],[40.73936822],[130.26127845],[11.09578739],[35.07833463],[63.77229464],[43.04729534],[106.96660504],[35.7037835],[22.53032598],[55.13851419],[94.30294868],[204.99750055],[67.88514907],[52.10554016],[47.65661739],[65.07073543],[42.71989055],[106.90141219],[27.24687409],[148.10545913],[16.06480494],[177.79721101],[38.02926277],[279.34438923],[25.31352523],[67.57908573],[50.81199341],[60.47261203],[274.25211101],[116.74785799],[33.46446586],[155.01300823],[84.5761439],[57.06052139],[76.71796784],[109.26077423],[80.76849108],[79.17556834],[228.92438078],[14.43763925],[82.53663199],[182.36897233],[162.67434802],[86.48130966]
325,[119.19104898],[1438.20229512],[776.59183861],[76.460619],[26.44875175],[56.69437719],[71.86263981],[71.68732952],[321.53453588],[48.65309128],[96.66843567],[104.35724811],[114.59667709],[40.40074863],[128.89168898],[11.03306406],[34.40222118],[63.09754626],[42.6574924],[105.17575702],[35.43488113],[21.70047517],[51.07982864],[94.31559554],[201.81103954],[65.89465762],[50.96098135],[47.0325395],[64.0056989],[42.2223793],[105.30956237],[26.23062117],[147.3722483],[15.98088801],[172.83623957],[37.09573026],[278.37383158],[25.93354207],[67.32933548],[49.29551575],[60.05520036],[268.20583539],[116.10990489],[32.80535085],[156.28415115],[83.41091834],[57.19031974],[75.04826176],[108.55603583],[80.31298581],[78.15358765],[226.25142717],[14.03277038],[81.96617133],[182.10152521],[172.15981073],[84.5954778]
326,[117.33547065],[1452.88466153],[767.22010307],[73.20775984],[26.53982296],[56.25390902],[71.40476719],[71.62097285],[324.81617031],[48.93599958],[95.94793621],[103.27163933],[115.14715133],[40.57560299],[128.08261068],[10.97567634],[33.224927],[62.96370057],[42.42131489],[104.07442019],[34.77457715],[21.70170487],[48.80404225],[94.56960762],[201.22940155],[64.89267937],[50.0628662],[46.54383473],[62.78334043],[42.03709083],[104.89075654],[25.94287142],[147.44461722],[15.81826095],[171.57251836],[36.498062],[281.01972811],[26.640877],[68.24357201],[49.3854606],[60.78993947],[265.23631882],[114.00567031],[31.84462538],[155.05551173],[82.43078913],[56.84906046],[75.36163253],[106.63455463],[80.26202185],[76.27791618],[222.28891981],[13.7991097],[81.09942739],[181.59794058],[166.77398431],[84.64407834]
327,[117.28132998],[1386.7802177],[764.69365605],[73.15795037],[26.13847748],[56.3563495],[70.83362479],[71.11219722],[314.18423353],[48.14731819],[97.48739057],[102.33415933],[113.93307159],[46.02471795],[129.40008147],[10.91535001],[32.82895398],[62.739924],[42.43519129],[103.03051875],[34.44417045],[21.3997472],[48.88406218],[95.73566578],[199.88750976],[65.09702657],[49.33944683],[45.68846158],[62.93091998],[41.79308023],[103.92218527],[25.54982231],[147.62068915],[15.28967857],[172.0941347],[36.79485757],[276.27733963],[27.36817186],[67.59646728],[49.32056133],[60.63287611],[262.64048313],[111.36212162],[31.50713645],[154.18721652],[82.05634095],[55.97497737],[74.91732449],[106.96095078],[80.15549613],[71.47339723],[219.81284451],[13.8881556],[80.59431314],[182.52856378],[171.83397748],[84.05158308]
328,[113.77504495],[1433.22640877],[751.45271777],[71.26580183],[25.51672112],[54.49449101],[68.79924695],[70.05815322],[311.90723871],[46.47813129],[96.08374607],[99.4255197],[108.59862186],[44.04865733],[126.77991248],[10.69877073],[32.03043611],[62.45744393],[40.9527809],[102.14507114],[34.32060205],[20.97248594],[47.88301701],[94.15628129],[193.81765068],[63.37518139],[47.47283615],[45.06390949],[59.9822862],[40.95934095],[101.59242767],[24.81719996],[141.4169249],[16.53383137],[169.50993081],[35.52890927],[271.01073577],[27.92082819],[67.19942461],[47.78822522],[59.01537443],[252.70387473],[109.64176177],[30.72385579],[151.0253299],[79.1483155],[55.74222705],[72.91436531],[105.4472249],[78.67611958],[67.65854174],[219.83945102],[13.57380755],[79.9285179],[178.08856754],[166.378669],[82.77704291]
329,[110.13241071],[1399.42673967],[732.16896505],[68.12035702],[24.48735986],[52.24072748],[64.89509146],[68.22831448],[299.94083817],[44.83738622],[94.32713137],[95.94023931],[106.04216909],[42.77062167],[125.88145557],[10.19593358],[30.52619975],[61.11169608],[39.43075127],[99.66746236],[32.85736019],[20.83280072],[46.76224065],[91.81272874],[182.57112324],[61.1286498],[45.93787862],[43.49902026],[57.70414833],[39.60692415],[97.77755625],[23.39564623],[137.24553651],[16.27191635],[164.25379677],[34.53893757],[263.60555072],[25.92937848],[64.35676956],[46.69813691],[57.02985453],[248.20509043],[105.14932759],[29.35745011],[146.18614765],[77.42247667],[54.8653654],[70.80126477],[100.72290458],[76.36445563],[65.78692336],[214.07226231],[12.84498901],[78.74972988],[171.94071789],[165.95285756],[79.92904139]
330,[112.63327237],[1444.07077104],[746.13194347],[70.38367514],[25.14603097],[54.0555097],[65.42248434],[69.38231781],[304.46315698],[46.13481705],[94.39226372],[97.88086916],[108.08742874],[42.86844545],[127.36481412],[10.77590404],[32.14743721],[62.30307999],[41.99393858],[100.08967856],[33.30653071],[21.59464222],[48.66148864],[94.06264224],[191.77451453],[62.76740636],[47.21393053],[45.45868685],[60.70893134],[40.52600274],[100.14691471],[24.11709373],[140.09280226],[16.8437642],[165.50912263],[34.88946819],[268.76201164],[28.93327182],[65.3173893],[48.32918548],[58.39371448],[255.43226172],[106.69296064],[30.16111247],[146.99612559],[78.39258013],[55.57889893],[72.9142496],[103.29348004],[76.23986891],[67.37233805],[218.4314288],[13.06234432],[79.47475837],[174.13451754],[163.04828361],[80.74463641]
331,[109.58952267],[1418.39025999],[728.86151963],[71.03261723],[25.66908901],[55.12204317],[65.32700176],[69.25829679],[271.84860495],[46.11846508],[95.09919648],[97.55046023],[105.66497126],[42.18543432],[129.64439377],[10.78998181],[32.57784421],[63.11744537],[42.48795582],[99.12187127],[33.49020105],[21.92431998],[48.42193513],[101.87075339],[190.70461983],[62.77048423],[49.16856063],[45.82709023],[60.73636655],[40.35977165],[99.8537606],[24.64831124],[139.67753408],[16.94837355],[165.62073841],[34.67363517],[267.96699126],[29.23787597],[65.61404061],[49.17739804],[57.69912595],[251.72399276],[107.43752665],[29.87951815],[149.12647442],[78.06073574],[54.45674481],[73.00171404],[102.85944473],[76.46472372],[67.63887694],[218.57875337],[13.1901907],[80.60002974],[171.6746823],[177.40957926],[80.25433183]
332,[109.78415335],[1352.67756509],[718.29391566],[68.98202499],[25.23733288],[52.03386438],[64.40113158],[67.08452688],[266.52877815],[44.57657287],[91.43881461],[95.07882256],[101.34897647],[41.11286943],[122.40511368],[10.39996566],[31.26115955],[61.18752204],[40.62291524],[96.32293956],[30.78002667],[19.52162225],[47.6499711],[96.13426032],[180.62685297],[60.27296677],[47.74874208],[44.03076361],[59.0413843],[38.93368519],[95.09044835],[23.94463844],[133.97094845],[15.93997495],[159.09494438],[33.56619316],[257.03048276],[27.82742645],[62.32905265],[47.06256127],[55.98589855],[252.38777225],[101.50558027],[28.74590103],[142.79511345],[75.08595544],[53.7741909],[71.00358735],[99.73101365],[74.65803048],[66.03862496],[209.07814905],[13.0833353],[78.84947149],[164.87008791],[169.53425161],[76.4832597]
333,[109.47551995],[1336.02435081],[725.29036109],[71.01053056],[24.91005146],[52.51349571],[64.58928288],[67.21657148],[254.53876427],[44.17995373],[92.70503767],[98.7703712],[108.28360713],[41.72625859],[102.39499881],[10.51893483],[32.30750643],[61.18047046],[41.52452077],[97.17675413],[29.76048501],[19.22287924],[47.73233054],[97.89426093],[186.03687433],[61.59248157],[48.61529258],[44.31922051],[58.93129393],[38.92542406],[97.46149693],[24.17207296],[136.48874765],[17.24048029],[161.30569806],[33.4773366],[249.77275377],[27.71512538],[65.61012863],[48.0084584],[56.25630214],[250.13707994],[103.5689666],[28.70843775],[144.58720709],[77.27465521],[54.48423619],[72.67251236],[102.01672581],[75.62412328],[66.38570166],[218.20441602],[13.72148466],[79.32789858],[167.25538899],[165.8646272],[79.36523582]
334,[109.28551997],[1394.96410213],[729.46931931],[70.12564976],[25.10439977],[52.93377596],[65.63635393],[68.6625312],[254.84509084],[44.85455568],[94.04371017],[94.66506515],[104.18064423],[42.24109452],[103.75704356],[10.7099984],[31.30461397],[61.9793285],[42.00004394],[97.48096581],[29.91329664],[19.59131281],[48.22863978],[96.88654012],[183.11201256],[61.06373639],[48.73443755],[44.91881354],[59.36025906],[40.09701138],[97.54092564],[24.14641702],[138.75984109],[17.32092483],[163.52066014],[33.13830588],[255.14972225],[27.17019584],[65.92353649],[48.46027781],[57.51280816],[248.16894859],[102.67059481],[29.12410913],[146.56138784],[77.35184384],[55.37517602],[71.7002119],[100.48188352],[75.75754006],[66.65248708],[210.68613096],[14.14321317],[80.67866082],[171.18062999],[162.53516309],[78.10248315]
335,[106.2772613],[1416.78569899],[712.22703273],[70.19745118],[25.8940376],[52.32490152],[63.38002521],[68.84935532],[251.59151274],[44.76787542],[94.71609326],[97.2225943],[104.91031947],[42.11651085],[102.91304564],[10.5850279],[32.50625654],[62.46600987],[41.3337853],[96.79281756],[29.3717162],[19.94464251],[47.30408166],[95.6141643],[183.30263235],[62.77994731],[48.46981807],[44.37730256],[59.89468189],[40.54013137],[95.93435139],[24.85718256],[140.51369925],[16.35266239],[162.08037989],[33.2004874],[251.44257605],[26.6077701],[65.75642351],[48.97129164],[57.42193535],[245.57629893],[104.94444057],[29.01368632],[146.67540208],[77.85156558],[55.62341173],[74.0827461],[101.22428195],[75.6154884],[66.18878914],[206.39688833],[16.70916656],[82.10189311],[169.97450916],[164.7531973],[77.92531189]
